station_origin,station_destination,flows,population,jobs,distance
King's Cross St. Pancras,Brent Cross,12,28307,450,9372.6537381196
King's Cross St. Pancras,Brixton,143,28307,5084,9697.593109829093
King's Cross St. Pancras,Bromley-by-Bow,27,28307,1613,9132.62286764366
King's Cross St. Pancras,Buckhurst Hill,3,28307,228,20800.50867415668
King's Cross St. Pancras,Burnt Oak,10,28307,649,13965.19650927043
King's Cross St. Pancras,Caledonian Road,90,28307,1803,2034.7003654011005
King's Cross St. Pancras,Camden Town,225,28307,6348,2261.957537032729
King's Cross St. Pancras,Canada Water,25,28307,20443,7767.098039052527
King's Cross St. Pancras,Canary Wharf,388,28307,58772,9190.448636719275
King's Cross St. Pancras,Canning Town,24,28307,15428,11238.246119661211
King's Cross St. Pancras,Cannon Street,21,28307,4698,4132.338925018225
King's Cross St. Pancras,Canons Park,2,28307,526,19143.34365368396
King's Cross St. Pancras,Chalfont & Latimer,3,28307,554,37665.69705269023
King's Cross St. Pancras,Chalk Farm,53,28307,1329,3255.734684039412
King's Cross St. Pancras,Chancery Lane,37,28307,15391,2142.418732334196
King's Cross St. Pancras,Charing Cross,70,28307,7016,3037.4817072057936
King's Cross St. Pancras,Chesham,3,28307,243,43981.63344094891
King's Cross St. Pancras,Chigwell,0,28307,148,22047.988826600984
King's Cross St. Pancras,Chiswick Park,25,28307,1517,13311.484694789919
King's Cross St. Pancras,Chorleywood,4,28307,702,34152.84376123249
King's Cross St. Pancras,Clapham Common,42,28307,2020,9705.914938681097
King's Cross St. Pancras,Clapham North,21,28307,1238,9063.157447302467
King's Cross St. Pancras,Clapham South,19,28307,1513,10958.233171415919
King's Cross St. Pancras,Cockfosters,5,28307,262,16506.51044047607
King's Cross St. Pancras,Colindale,120,28307,2081,12658.774459576747
King's Cross St. Pancras,Colliers Wood,10,28307,865,15461.414319974769
King's Cross St. Pancras,Covent Garden,413,28307,4355,2209.875591279573
King's Cross St. Pancras,Croxley,2,28307,340,30114.42171107841
King's Cross St. Pancras,Dagenham East,2,28307,649,22322.835118648385
King's Cross St. Pancras,Dagenham Heathway,7,28307,1108,21043.60732959881
King's Cross St. Pancras,Debden,5,28307,865,24688.10016719932
King's Cross St. Pancras,Dollis Hill,8,28307,847,10223.419034190687
King's Cross St. Pancras,Ealing Broadway,25,28307,4846,16081.060852514827
King's Cross St. Pancras,Ealing Common,5,28307,915,15610.276766255705
King's Cross St. Pancras,Earl's Court,154,28307,6613,7986.873939696825
King's Cross St. Pancras,East Acton,19,28307,1505,11472.144594609406
King's Cross St. Pancras,East Finchley,40,28307,1253,8637.285754270364
King's Cross St. Pancras,East Ham,28,28307,2062,13896.028373888872
King's Cross St. Pancras,East Putney,25,28307,1877,12252.391278882638
King's Cross St. Pancras,Eastcote,4,28307,364,22168.60584516438
King's Cross St. Pancras,Edgware,12,28307,772,15483.326188134075
King's Cross St. Pancras,Edgware Road,359,28307,6868,3521.098710725295
King's Cross St. Pancras,Elephant & Castle,130,28307,6427,5720.884167659579
King's Cross St. Pancras,Elm Park,1,28307,269,24618.6234750315
King's Cross St. Pancras,Embankment,93,28307,10220,3377.8125276647056
King's Cross St. Pancras,Epping,2,28307,498,30635.69501274294
King's Cross St. Pancras,Euston,156,28307,16800,888.3587268586201
King's Cross St. Pancras,Euston Square,145,28307,8093,1039.478679695132
King's Cross St. Pancras,Fairlop,0,28307,182,22743.59430641811
King's Cross St. Pancras,Farringdon,890,28307,25592,1857.9984375577603
King's Cross St. Pancras,Finchley Central,64,28307,1921,11007.842299547026
King's Cross St. Pancras,Finchley Road,63,28307,3417,6020.8955905755265
King's Cross St. Pancras,Finsbury Park,140,28307,6769,4089.4596374919024
King's Cross St. Pancras,Fulham Broadway,68,28307,4200,9497.025007867634
King's Cross St. Pancras,Gants Hill,7,28307,601,18086.55292784598
King's Cross St. Pancras,Gloucester Road,109,28307,5194,7076.7527258477385
King's Cross St. Pancras,Golders Green,36,28307,1871,7857.564634800617
King's Cross St. Pancras,Goldhawk Road,25,28307,370,9201.365661772154
King's Cross St. Pancras,Goodge Street,31,28307,6457,2033.053126791654
King's Cross St. Pancras,Grange Hill,0,28307,76,23394.901557222613
King's Cross St. Pancras,Great Portland Street,555,28307,6936,1659.4388979546304
King's Cross St. Pancras,Green Park,693,28307,26754,3660.7610393079067
King's Cross St. Pancras,Greenford,13,28307,1157,18933.277595605403
King's Cross St. Pancras,Gunnersbury,67,28307,4775,13908.429711681947
King's Cross St. Pancras,Hainault,1,28307,356,23622.27787256153
King's Cross St. Pancras,Hammersmith,449,28307,18250,10206.954997017268
King's Cross St. Pancras,Hampstead,37,28307,2010,5471.838727619201
King's Cross St. Pancras,Hanger Lane,16,28307,1493,15106.957259619125
King's Cross St. Pancras,Harlesden,4,28307,1668,10641.77018867891
King's Cross St. Pancras,Harrow & Wealdstone,1,28307,1335,19306.36027204582
King's Cross St. Pancras,Harrow-on-the-Hill,54,28307,3019,17743.270340481933
King's Cross St. Pancras,Hatton Cross,19,28307,1219,26651.94128744144
King's Cross St. Pancras,Heathrow Terminal 4,21,28307,693,28528.27398108032
King's Cross St. Pancras,Heathrow Terminal 5,50,28307,975,31519.970708869085
King's Cross St. Pancras,Heathrow Terminals 2 & 3,102,28307,2406,29064.6922332327
King's Cross St. Pancras,Hendon Central,51,28307,1878,10506.26108059362
King's Cross St. Pancras,High Barnet,17,28307,953,17260.839792498256
King's Cross St. Pancras,High Street Kensington,44,28307,5427,7563.69163620496
King's Cross St. Pancras,Highbury & Islington,398,28307,25385,2581.8530096568843
King's Cross St. Pancras,Highgate,21,28307,856,6888.265096060295
King's Cross St. Pancras,Hillingdon,6,28307,318,26883.823055159388
King's Cross St. Pancras,Holborn,809,28307,22346,1576.9350199574387
King's Cross St. Pancras,Holland Park,31,28307,2063,7302.779564180378
King's Cross St. Pancras,Holloway Road,100,28307,1696,2649.9978083792594
King's Cross St. Pancras,Hornchurch,0,28307,451,26162.950686720542
King's Cross St. Pancras,Hounslow Central,12,28307,708,22369.383934198064
King's Cross St. Pancras,Hounslow East,10,28307,843,21623.699550777146
King's Cross St. Pancras,Hounslow West,9,28307,401,23848.467626194502
King's Cross St. Pancras,Hyde Park Corner,114,28307,2410,4440.650339574734
King's Cross St. Pancras,Ickenham,2,28307,282,25759.385859956492
King's Cross St. Pancras,Kennington,20,28307,1161,5911.67334578774
King's Cross St. Pancras,Kensal Green,1,28307,472,8145.288109674577
King's Cross St. Pancras,Kensington,0,28307,2252,9213.189123955308
King's Cross St. Pancras,Kentish Town,61,28307,3404,3539.9231798017336
King's Cross St. Pancras,Kenton,0,28307,768,17525.688276164496
King's Cross St. Pancras,Kew Gardens,15,28307,792,15688.710630629941
King's Cross St. Pancras,Kilburn,14,28307,1953,7792.251722560697
King's Cross St. Pancras,Kilburn Park,7,28307,823,6881.750020274364
King's Cross St. Pancras,Kingsbury,6,28307,1018,16204.04107612317
King's Cross St. Pancras,Knightsbridge,237,28307,6821,5024.603927874642
King's Cross St. Pancras,Ladbroke Grove,100,28307,2131,7022.370673760555
King's Cross St. Pancras,Lambeth North,52,28307,1319,4725.163885355969
King's Cross St. Pancras,Lancaster Gate,19,28307,1820,5106.573548869128
King's Cross St. Pancras,Latimer Road,68,28307,1109,7681.951208600096
King's Cross St. Pancras,Leicester Square,430,28307,8847,2575.4068903618477
King's Cross St. Pancras,Leyton,13,28307,1447,12117.129498154785
King's Cross St. Pancras,Leytonstone,8,28307,1844,13780.973058446265
King's Cross St. Pancras,Liverpool Street,1201,28307,61122,3460.28419609682
King's Cross St. Pancras,London Bridge,444,28307,29930,4689.754580069852
King's Cross St. Pancras,Loughton,1,28307,655,22635.983077284178
King's Cross St. Pancras,Maida Vale,19,28307,949,6029.968497346596
King's Cross St. Pancras,Manor House,54,28307,1311,5205.5732647123095
King's Cross St. Pancras,Mansion House,14,28307,7815,4380.517631169073
King's Cross St. Pancras,Marble Arch,120,28307,6145,3887.9713641086837
King's Cross St. Pancras,Marylebone,51,28307,4250,3024.556669054932
King's Cross St. Pancras,Mile End,49,28307,3759,7498.9207923858385
King's Cross St. Pancras,Mill Hill East,11,28307,681,12530.044742097642
King's Cross St. Pancras,Moor Park,6,28307,550,27204.271062672375
King's Cross St. Pancras,Moorgate,899,28307,24574,3026.1967474944886
King's Cross St. Pancras,Morden,15,28307,1447,18073.128766526635
King's Cross St. Pancras,Mornington Crescent,9,28307,2927,1671.7473242168162
King's Cross St. Pancras,Neasden,12,28307,732,11009.002047945402
King's Cross St. Pancras,Newbury Park,5,28307,559,20444.310048749976
King's Cross St. Pancras,North Acton,49,28307,3168,12652.663910951716
King's Cross St. Pancras,North Ealing,2,28307,332,16534.68522038996
King's Cross St. Pancras,North Greenwich,67,28307,6276,11020.231927748857
King's Cross St. Pancras,North Harrow,7,28307,190,19722.899062963883
King's Cross St. Pancras,North Wembley,0,28307,365,15202.973874793872
King's Cross St. Pancras,Northfields,19,28307,864,17164.538441828776
King's Cross St. Pancras,Northolt,5,28307,663,20751.743855952587
King's Cross St. Pancras,Northwick Park,30,28307,1713,16440.1384830572
King's Cross St. Pancras,Northwood,14,28307,1018,24985.97195026398
King's Cross St. Pancras,Northwood Hills,6,28307,488,23399.3030655508
King's Cross St. Pancras,Notting Hill Gate,29,28307,5490,6603.046101210831
King's Cross St. Pancras,Oakwood,8,28307,423,15162.532094075492
King's Cross St. Pancras,Old Street,553,28307,15897,2700.9734810197747
King's Cross St. Pancras,Osterley,14,28307,521,20656.20487833391
King's Cross St. Pancras,Oval,55,28307,2544,6826.831030126256
King's Cross St. Pancras,Oxford Circus,1260,28307,44368,2650.1945640503463
King's Cross St. Pancras,Paddington,1004,28307,20198,4309.729987571074
King's Cross St. Pancras,Park Royal,26,28307,1552,17634.343671018352
King's Cross St. Pancras,Parsons Green,34,28307,2711,10199.363339295707
King's Cross St. Pancras,Perivale,7,28307,532,17336.84247442099
King's Cross St. Pancras,Piccadilly Circus,506,28307,13641,2950.098296131662
King's Cross St. Pancras,Pimlico,381,28307,5585,6270.238999013378
King's Cross St. Pancras,Pinner,1,28307,292,21240.654473854738
King's Cross St. Pancras,Plaistow,17,28307,1049,11274.703903876507
King's Cross St. Pancras,Preston Road,6,28307,411,14707.004683835203
King's Cross St. Pancras,Putney Bridge,44,28307,2494,11193.825688612174
King's Cross St. Pancras,Queen's Park,15,28307,2167,6760.66244860506
King's Cross St. Pancras,Queensbury,6,28307,439,17450.036310486823
King's Cross St. Pancras,Queensway,21,28307,1882,5964.723170330801
King's Cross St. Pancras,Ravenscourt Park,14,28307,1895,11047.057915271747
King's Cross St. Pancras,Rayners Lane,3,28307,426,20349.25146724657
King's Cross St. Pancras,Redbridge,1,28307,198,16628.809166218954
King's Cross St. Pancras,Regent's Park,5,28307,3364,3281.798392895653
King's Cross St. Pancras,Richmond,22,28307,5397,17856.873894709577
King's Cross St. Pancras,Rickmansworth,19,28307,937,30601.490520668634
King's Cross St. Pancras,Roding Valley,0,28307,84,19859.329460860514
King's Cross St. Pancras,Royal Oak,50,28307,856,5247.0265002846545
King's Cross St. Pancras,Ruislip,6,28307,257,23973.73087760822
King's Cross St. Pancras,Ruislip Gardens,0,28307,167,23961.6201028194
King's Cross St. Pancras,Ruislip Manor,2,28307,408,23294.8448973696
King's Cross St. Pancras,Russell Square,171,28307,5172,870.5007047432584
King's Cross St. Pancras,Seven Sisters,197,28307,10191,7495.348027520813
King's Cross St. Pancras,Shepherd's Bush,50,28307,9890,8214.458985465531
King's Cross St. Pancras,Shepherd's Bush Market,33,28307,416,8762.076239284695
King's Cross St. Pancras,Sloane Square,113,28307,8229,6036.119861338835
King's Cross St. Pancras,Snaresbrook,1,28307,512,15439.123675953262
King's Cross St. Pancras,South Ealing,16,28307,670,16711.593151151937
King's Cross St. Pancras,South Harrow,1,28307,387,22154.808173382415
King's Cross St. Pancras,South Kensington,428,28307,15325,6325.41924640777
King's Cross St. Pancras,South Kenton,0,28307,261,16138.719044880725
King's Cross St. Pancras,South Ruislip,1,28307,289,23075.73437666303
King's Cross St. Pancras,South Wimbledon,10,28307,1361,16539.88245596872
King's Cross St. Pancras,South Woodford,6,28307,766,16754.94441202128
King's Cross St. Pancras,Southfields,15,28307,1351,13883.279373873147
King's Cross St. Pancras,Southgate,15,28307,874,13296.887239959284
King's Cross St. Pancras,Southwark,72,28307,10326,4807.901758696958
King's Cross St. Pancras,St. James's Park,206,28307,13339,4692.326411211838
King's Cross St. Pancras,St. John's Wood,64,28307,3982,4625.188436189184
King's Cross St. Pancras,St. Paul's,75,28307,13446,3237.569929266163
King's Cross St. Pancras,Stamford Brook,11,28307,784,11756.347469441424
King's Cross St. Pancras,Stanmore,6,28307,983,20563.013129929615
King's Cross St. Pancras,Stepney Green,31,28307,1879,6469.648415115121
King's Cross St. Pancras,Stockwell,34,28307,1623,8110.855568527311
King's Cross St. Pancras,Stonebridge Park,2,28307,729,12136.71896534494
King's Cross St. Pancras,Stratford,108,28307,55954,9985.786572230547
King's Cross St. Pancras,Sudbury Hill,1,28307,277,22834.155777986693
King's Cross St. Pancras,Sudbury Town,0,28307,218,21217.099162692255
King's Cross St. Pancras,Swiss Cottage,26,28307,2598,5595.128728994159
King's Cross St. Pancras,Temple,22,28307,6780,4172.406530225968
King's Cross St. Pancras,Theydon Bois,0,28307,98,28010.21132523061
King's Cross St. Pancras,Tooting Bec,15,28307,1239,13106.033193842828
King's Cross St. Pancras,Tooting Broadway,45,28307,4506,14180.994636188247
King's Cross St. Pancras,Tottenham Court Road,110,28307,19126,2373.9966775178905
King's Cross St. Pancras,Tottenham Hale,128,28307,3239,8648.88719540008
King's Cross St. Pancras,Totteridge & Whetstone,3,28307,287,14668.209291351217
King's Cross St. Pancras,Tower Hill,245,28307,8286,4642.756652179001
King's Cross St. Pancras,Tufnell Park,13,28307,557,4304.524187958496
King's Cross St. Pancras,Turnham Green,17,28307,1515,12361.111713766295
King's Cross St. Pancras,Turnpike Lane,45,28307,992,7527.23262316105
King's Cross St. Pancras,Upminster,0,28307,1132,28700.662800718033
King's Cross St. Pancras,Upminster Bridge,0,28307,568,27389.880166936982
King's Cross St. Pancras,Upney,2,28307,485,17688.249648383884
King's Cross St. Pancras,Upton Park,16,28307,1642,12595.782547308396
King's Cross St. Pancras,Uxbridge,95,28307,4316,29028.218182531833
King's Cross St. Pancras,Vauxhall,943,28307,16242,7095.567252320912
King's Cross St. Pancras,Victoria,2119,28307,33251,4870.360848109987
King's Cross St. Pancras,Walthamstow Central,95,28307,5271,11622.156669982976
King's Cross St. Pancras,Wanstead,2,28307,419,15448.423609844851
King's Cross St. Pancras,Warren Street,197,28307,17309,1500.4801176372916
King's Cross St. Pancras,Warwick Avenue,11,28307,1174,5242.355927395413
King's Cross St. Pancras,Waterloo,308,28307,23466,4151.474829180359
King's Cross St. Pancras,Watford,1,28307,961,32169.30023573809
King's Cross St. Pancras,Wembley Central,1,28307,1327,13854.8174323134
King's Cross St. Pancras,Wembley Park,126,28307,5759,13287.26951807183
King's Cross St. Pancras,West Acton,3,28307,488,14464.158685694245
King's Cross St. Pancras,West Brompton,94,28307,5859,8554.263131458978
King's Cross St. Pancras,West Finchley,2,28307,91,12244.633247704158
King's Cross St. Pancras,West Ham,22,28307,5487,10344.868410318446
King's Cross St. Pancras,West Hampstead,18,28307,5856,6776.630115293295
King's Cross St. Pancras,West Harrow,1,28307,122,18985.13903083572
King's Cross St. Pancras,West Kensington,15,28307,1345,8930.939234000554
King's Cross St. Pancras,West Ruislip,1,28307,194,26086.01329930574
King's Cross St. Pancras,Westbourne Park,69,28307,1347,6216.430746327824
King's Cross St. Pancras,Westminster,317,28307,15466,4131.577071305063
King's Cross St. Pancras,White City,32,28307,5966,9514.960078724995
King's Cross St. Pancras,Whitechapel,113,28307,17633,5389.4842316206
King's Cross St. Pancras,Willesden Green,12,28307,830,8977.30965239775
King's Cross St. Pancras,Willesden Junction,4,28307,4165,9497.53699704529
King's Cross St. Pancras,Wimbledon,38,28307,6295,16898.841408444925
King's Cross St. Pancras,Wimbledon Park,8,28307,596,15242.929143855637
King's Cross St. Pancras,Wood Green,71,28307,2146,8458.058248564215
King's Cross St. Pancras,Wood Lane,214,28307,1578,8235.813284040207
King's Cross St. Pancras,Woodford,3,28307,706,18466.8993280343
King's Cross St. Pancras,Woodside Park,12,28307,745,13191.10759460044
Kingsbury,Acton Town,0,2727,2202,21520.277713264844
Kingsbury,Aldgate,32,2727,7782,20386.40935426808
Kingsbury,Aldgate East,3,2727,7932,20630.191238938438
Kingsbury,Amersham,3,2727,256,30680.859240026173
Kingsbury,Angel,4,2727,8103,17384.35979685359
Kingsbury,Archway,0,2727,2193,21502.10137596817
Kingsbury,Arnos Grove,0,2727,748,26345.266370734644
Kingsbury,Arsenal,0,2727,315,19520.74802038696
Kingsbury,Baker Street,64,2727,14973,13717.782732862406
Kingsbury,Balham,1,2727,3814,25463.614012007358
Kingsbury,Bank and Monument,30,2727,78549,19672.897123907147
Kingsbury,Barbican,27,2727,9134,18522.949457422546
Kingsbury,Barking,0,2727,7004,31731.216521433726
Kingsbury,Barons Court,2,2727,2956,21682.06085613172
Kingsbury,Bayswater,0,2727,615,17440.075427928525
Kingsbury,Bermondsey,4,2727,3172,21983.607599684885
Kingsbury,Bethnal Green,2,2727,4660,22072.617274126176
Kingsbury,Blackfriars,7,2727,10849,18913.977547092472
Kingsbury,Blackhorse Road,1,2727,2955,21263.665166500105
Kingsbury,Bond Street,90,2727,20967,15462.060963570326
Kingsbury,Borough,1,2727,3254,20410.37492852466
Kingsbury,Bounds Green,0,2727,778,24991.023880358403
Kingsbury,Bow Road,0,2727,1193,24327.894034404966
Kingsbury,Brixton,10,2727,5084,23030.33934960422
Kingsbury,Bromley-by-Bow,1,2727,1613,25336.663943766835
Kingsbury,Caledonian Road,1,2727,1803,18238.741441524275
Kingsbury,Camden Town,0,2727,6348,18465.9986131559
Kingsbury,Canada Water,27,2727,20443,22973.124520245387
Kingsbury,Canary Wharf,108,2727,58772,25060.31955170215
Kingsbury,Canning Town,20,2727,15428,27108.117034644085
Kingsbury,Cannon Street,9,2727,4698,19822.42054936646
Kingsbury,Canons Park,27,2727,526,2939.302577560793
Kingsbury,Chalfont & Latimer,0,2727,554,27295.199092669744
Kingsbury,Chancery Lane,24,2727,15391,17728.221086093403
Kingsbury,Charing Cross,7,2727,7016,17027.01192466905
Kingsbury,Chesham,1,2727,243,33611.13548092843
Kingsbury,Chorleywood,0,2727,702,23782.345801212003
Kingsbury,Clapham Common,2,2727,2020,23038.661178456223
Kingsbury,Clapham North,1,2727,1238,22395.903687077593
Kingsbury,Clapham South,1,2727,1513,24290.979411191045
Kingsbury,Cockfosters,0,2727,262,31534.038157864758
Kingsbury,Colliers Wood,0,2727,865,28794.1605597499
Kingsbury,Covent Garden,5,2727,4355,17195.426189773265
Kingsbury,Croxley,1,2727,340,19743.92375105792
Kingsbury,Dagenham East,0,2727,649,37733.09747324758
Kingsbury,Dollis Hill,59,2727,847,6055.520510001828
Kingsbury,Ealing Broadway,0,2727,4846,22058.951967081382
Kingsbury,Earl's Court,12,2727,6613,20177.262790770612
Kingsbury,East Acton,1,2727,1505,20889.52708544983
Kingsbury,East Ham,1,2727,2062,29688.24643571643
Kingsbury,East Putney,1,2727,1877,23874.39124973387
Kingsbury,Eastcote,3,2727,364,11798.107885143892
Kingsbury,Edgware Road,19,2727,6868,14752.623100326935
Kingsbury,Elephant & Castle,11,2727,6427,19710.414385122833
Kingsbury,Elm Park,0,2727,269,40028.8858296307
Kingsbury,Embankment,8,2727,10220,17367.34274512796
Kingsbury,Euston,0,2727,16800,17092.399802981792
Kingsbury,Euston Square,35,2727,8093,15164.56239642804
Kingsbury,Fairlop,0,2727,182,37221.38469120114
Kingsbury,Farringdon,53,2727,25592,18062.03951368093
Kingsbury,Finchley Road,43,2727,3417,10183.145485547644
Kingsbury,Finsbury Park,6,2727,6769,19116.987354880588
Kingsbury,Fulham Broadway,4,2727,4200,21119.024978718866
Kingsbury,Gants Hill,1,2727,601,32564.343312629015
Kingsbury,Gloucester Road,7,2727,5194,19917.931572319936
Kingsbury,Goldhawk Road,1,2727,370,20432.890051373797
Kingsbury,Great Portland Street,34,2727,6936,14544.602178168541
Kingsbury,Green Park,54,2727,26754,16501.939885780102
Kingsbury,Gunnersbury,0,2727,4775,18960.34083575376
Kingsbury,Hainault,0,2727,356,38100.06825734457
Kingsbury,Hammersmith,17,2727,18250,21438.47938661891
Kingsbury,Harrow-on-the-Hill,41,2727,3019,7372.772380461443
Kingsbury,Hatton Cross,0,2727,1219,33588.56506358834
Kingsbury,Heathrow Terminals 2 & 3,0,2727,2406,36001.3160093796
Kingsbury,High Street Kensington,12,2727,5427,19150.76920402245
Kingsbury,Highbury & Islington,14,2727,25385,17059.643394439925
Kingsbury,Hillingdon,1,2727,318,16513.325095138898
Kingsbury,Holborn,29,2727,22346,17162.737373716645
Kingsbury,Holland Park,6,2727,2063,18543.52089759111
Kingsbury,Holloway Road,1,2727,1696,18854.03888450243
Kingsbury,Hounslow Central,2,2727,708,29306.007710344966
Kingsbury,Hounslow East,1,2727,843,28560.323326924048
Kingsbury,Hounslow West,0,2727,401,30785.091402341404
Kingsbury,Hyde Park Corner,5,2727,2410,17281.82918604693
Kingsbury,Ickenham,1,2727,282,15388.887899936004
Kingsbury,Kennington,1,2727,1161,19901.203563250998
Kingsbury,Kensington,0,2727,2252,18630.571614795732
Kingsbury,Kentish Town,0,2727,3404,19743.964255924908
Kingsbury,Kew Gardens,0,2727,792,20740.62175470175
Kingsbury,Kilburn,100,2727,1953,8486.687821631818
Kingsbury,King's Cross St. Pancras,30,2727,33330,16204.041076123172
Kingsbury,Knightsbridge,18,2727,6821,17865.782774346837
Kingsbury,Ladbroke Grove,1,2727,2131,18253.895063362197
Kingsbury,Lambeth North,4,2727,1319,18714.694102819223
Kingsbury,Lancaster Gate,6,2727,1820,17364.099383098765
Kingsbury,Latimer Road,0,2727,1109,18913.475598201738
Kingsbury,Leicester Square,4,2727,8847,16829.89489069099
Kingsbury,Leyton,1,2727,1447,26594.919882937822
Kingsbury,Leytonstone,1,2727,1844,28258.7634432293
Kingsbury,Liverpool Street,44,2727,61122,19664.32527221999
Kingsbury,London Bridge,79,2727,29930,19895.781061262715
Kingsbury,Maida Vale,0,2727,949,17261.492886948236
Kingsbury,Manor House,3,2727,1311,20233.100982100994
Kingsbury,Mansion House,8,2727,7815,19574.241843215612
Kingsbury,Marble Arch,11,2727,6145,16145.497198338318
Kingsbury,Marylebone,6,2727,4250,14256.081058656573
Kingsbury,Mile End,10,2727,3759,23702.96186850901
Kingsbury,Moor Park,10,2727,550,16833.773102651885
Kingsbury,Moorgate,28,2727,24574,19230.23782361766
Kingsbury,Morden,1,2727,1447,31405.87500630177
Kingsbury,Neasden,31,2727,732,5269.937496247114
Kingsbury,Newbury Park,1,2727,559,34922.100433533014
Kingsbury,North Acton,1,2727,3168,22070.04640179214
Kingsbury,North Greenwich,12,2727,6276,26890.10284273173
Kingsbury,North Harrow,2,2727,190,9352.401102943393
Kingsbury,Northfields,0,2727,864,24101.162217975678
Kingsbury,Northwick Park,14,2727,1713,6069.64052303671
Kingsbury,Northwood,14,2727,1018,14615.473990243489
Kingsbury,Northwood Hills,8,2727,488,13028.805105530311
Kingsbury,Notting Hill Gate,6,2727,5490,18190.123669028322
Kingsbury,Old Street,6,2727,15897,18905.01455714295
Kingsbury,Oval,1,2727,2544,20816.361247589513
Kingsbury,Oxford Circus,19,2727,44368,15491.373410522543
Kingsbury,Paddington,33,2727,20198,15541.254377172714
Kingsbury,Parsons Green,5,2727,2711,21821.36331014694
Kingsbury,Piccadilly Circus,20,2727,13641,16455.203484921174
Kingsbury,Pimlico,4,2727,5585,19111.417845485572
Kingsbury,Pinner,3,2727,292,10870.156513834247
Kingsbury,Plaistow,0,2727,1049,27066.921965704067
Kingsbury,Preston Road,3,2727,411,4336.506723814715
Kingsbury,Putney Bridge,4,2727,2494,22815.825659463408
Kingsbury,Queen's Park,0,2727,2167,16462.383112814034
Kingsbury,Queensbury,23,2727,439,1245.9952343636537
Kingsbury,Queensway,6,2727,1882,18222.24900456044
Kingsbury,Ravenscourt Park,0,2727,1895,21827.2375981188
Kingsbury,Rayners Lane,6,2727,426,9978.75350722608
Kingsbury,Redbridge,0,2727,198,31106.59955100199
Kingsbury,Regent's Park,3,2727,3364,14513.322782497295
Kingsbury,Richmond,0,2727,5397,22908.785018781386
Kingsbury,Rickmansworth,8,2727,937,20230.992560648145
Kingsbury,Royal Oak,3,2727,856,16478.550889886294
Kingsbury,Ruislip,2,2727,257,13603.232917587733
Kingsbury,Ruislip Manor,1,2727,408,12924.346937349113
Kingsbury,Russell Square,4,2727,5172,17074.54178086643
Kingsbury,Seven Sisters,2,2727,10191,22522.8757449095
Kingsbury,Shepherd's Bush,8,2727,9890,17631.841476305955
Kingsbury,Shepherd's Bush Market,2,2727,416,19993.60062888634
Kingsbury,Sloane Square,15,2727,8229,18877.29870781103
Kingsbury,South Ealing,0,2727,670,23648.21692729884
Kingsbury,South Kensington,20,2727,15325,19166.598092879965
Kingsbury,South Wimbledon,2,2727,1361,29872.628695743853
Kingsbury,South Woodford,0,2727,766,31232.734796804318
Kingsbury,Southfields,1,2727,1351,25505.27934472438
Kingsbury,Southgate,1,2727,874,28324.41495734797
Kingsbury,Southwark,41,2727,10326,18797.431976160213
Kingsbury,St. James's Park,17,2727,13339,18486.46942029305
Kingsbury,St. John's Wood,74,2727,3982,11798.438522577871
Kingsbury,St. Paul's,27,2727,13446,18823.37228302537
Kingsbury,Stanmore,96,2727,983,4358.9720538064485
Kingsbury,Stepney Green,2,2727,1879,22673.689491238292
Kingsbury,Stockwell,1,2727,1623,21443.601808302436
Kingsbury,Stratford,29,2727,55954,24463.57695701358
Kingsbury,Sudbury Hill,2,2727,277,13269.775872396092
Kingsbury,Swiss Cottage,35,2727,2598,10828.498229772897
Kingsbury,Temple,7,2727,6780,18161.936747689222
Kingsbury,Tooting Bec,0,2727,1239,26438.779433617958
Kingsbury,Tooting Broadway,3,2727,4506,27513.740875963376
Kingsbury,Tottenham Court Road,17,2727,19126,16365.675716156193
Kingsbury,Tottenham Hale,3,2727,3239,22677.87089738043
Kingsbury,Tower Hill,11,2727,8286,20512.627567161875
Kingsbury,Tufnell Park,0,2727,557,20508.56526408167
Kingsbury,Turnham Green,3,2727,1515,20507.65883366941
Kingsbury,Turnpike Lane,4,2727,992,22554.760340549736
Kingsbury,Upney,1,2727,485,33098.51200298308
Kingsbury,Upton Park,1,2727,1642,28388.000609135954
Kingsbury,Uxbridge,56,2727,4316,18657.720222511343
Kingsbury,Vauxhall,22,2727,16242,19936.746098793108
Kingsbury,Victoria,57,2727,33251,17711.53969458218
Kingsbury,Walthamstow Central,2,2727,5271,22822.728910202673
Kingsbury,Warren Street,0,2727,17309,16641.0878569356
Kingsbury,Warwick Avenue,0,2727,1174,16473.880316997052
Kingsbury,Waterloo,67,2727,23466,18141.005046643615
Kingsbury,Watford,6,2727,961,21798.8022757176
Kingsbury,Wembley Park,228,2727,5759,2916.771558051341
Kingsbury,West Brompton,5,2727,5859,20176.26310231021
Kingsbury,West Ham,5,2727,5487,26137.086472146006
Kingsbury,West Hampstead,130,2727,5856,9502.30942889922
Kingsbury,West Harrow,1,2727,122,8614.64107081523
Kingsbury,West Kensington,1,2727,1345,21121.32808507434
Kingsbury,Westbourne Park,0,2727,1347,17447.955135929464
Kingsbury,Westminster,60,2727,15466,17925.720080386276
Kingsbury,White City,8,2727,5966,18932.34256956542
Kingsbury,Whitechapel,2,2727,17633,21593.52530774377
Kingsbury,Willesden Green,39,2727,830,7301.629891794766
Kingsbury,Willesden Junction,0,2727,4165,13725.508564373804
